Index;Tweet_notrans;HS_notrans;Abusive_notrans;HS_Individual_notrans;HS_Group_notrans;HS_Religion_notrans;HS_Race_notrans;HS_Physical_notrans;HS_Gender_notrans;HS_Other_notrans;HS_Weak_notrans;HS_Moderate_notrans;HS_Strong_notrans;Tweet_Parsed_notrans;HS_predict_notrans;Abusive_predict_notrans;HS_Individual_predict_notrans;HS_Group_predict_notrans;HS_Religion_predict_notrans;HS_Race_predict_notrans;HS_Physical_predict_notrans;HS_Gender_predict_notrans;HS_Other_predict_notrans;HS_Weak_predict_notrans;HS_Moderate_predict_notrans;HS_Strong_predict_notrans;Language_notrans;Tweet_trans;HS_trans;Abusive_trans;HS_Individual_trans;HS_Group_trans;HS_Religion_trans;HS_Race_trans;HS_Physical_trans;HS_Gender_trans;HS_Other_trans;HS_Weak_trans;HS_Moderate_trans;HS_Strong_trans;Tweet_Parsed_trans;HS_predict_trans;Abusive_predict_trans;HS_Individual_predict_trans;HS_Group_predict_trans;HS_Religion_predict_trans;HS_Race_predict_trans;HS_Physical_predict_trans;HS_Gender_predict_trans;HS_Other_predict_trans;HS_Weak_predict_trans;HS_Moderate_predict_trans;HS_Strong_predict_trans;Language_trans
567;Sorry I'm not Islam, and I 100% Hindu but many Muslims are my friends. but I am also very angry and hate ISIS, FPI, HTI, and Other Radical Islamic Organizations;1;0;0;1;1;0;0;0;0;0;1;0;maaf i sama not islam and i hindu but many muslims are my friends but i am also sangat angry and hate isis front pembela islam hizbut tahrir indonesia and other radical islam organizations;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;en;Sorry I'm not Islam, and I 100% Hindu but many Muslims are my friends. but I am also very angry and hate ISIS, FPI, HTI, and Other Radical Islamic Organizations;1;0;0;1;1;0;0;0;0;0;1;0;maaf saya sama tidak islam dan saya hindu tapi banyak muslim  teman teman saya tetapi saya juga sangat marah dan benci depan isi bela islam hizbut tahrir indonesia dan organisasi islam radikal lie;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
644;"Malaysian National Team Includes 6 Controversial Players at SEA Games
#ShameOnYouMalaysia  http://style.tribunnews.com/s/cbeecÃÂ ";0;0;0;0;0;0;0;0;0;0;0;0;malaysian nasional tim includes controversial players at sea games shame on you malaysia ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Malaysian National Team Includes 6 Controversial Players at SEA Games
#ShameOnYouMalaysia  http://style.tribunnews.com/s/cbeecÃÂ ";0;0;0;0;0;0;0;0;0;0;0;0;malaysia nasional tim masuk main kontroversial di sea game malu pada malaysia anda;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
662;the best leader of liar;0;0;0;0;0;0;0;0;0;0;0;0;the best leader of liar;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;the best leader of liar;0;0;0;0;0;0;0;0;0;0;0;0;pimpin baik bohong;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
767;"im not talking about your shy side whenever im around and when we are having a little conversation in rl. i want to talk abt your tsundere side that always make me feel confused and yelled, ""anjing ini orang mau nya gimana""";0;1;0;0;0;0;0;0;0;0;0;0;i am not membicarakan about your shy side whenever i am around and when we are having a little conversation in rl i want to talk about your tsundere side that always make me feel confused and yelled anjing ini orang mau  bagaimana;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"im not talking about your shy side whenever im around and when we are having a little conversation in rl. i want to talk abt your tsundere side that always make me feel confused and yelled, ""anjing ini orang mau nya gimana""";0;1;0;0;0;0;0;0;0;0;0;0;saya tidak bicara tentang sisi malu anda tiap kali aku sekitar dan ketika kita milik cakap kecil di rl saya ingin bicara tentang sisi tsundere anda  selalu buat saya rasa bingung dan bentak anjing nyanyi orangutan mau  bagaimana;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
798;He is to be a president in his fantasy world... #PrabowoGila;1;1;1;0;0;0;0;0;1;1;0;0;he is to be a presiden in his fantasy world prabowo gila;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;He is to be a president in his fantasy world... #PrabowoGila;1;1;1;0;0;0;0;0;1;1;0;0;dia jadi presiden dalam fantasi prabowo dunia gila;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
837;Lucinta luna is not stupid, s/he is another level of stupid. Megastupid.;1;1;1;0;0;0;0;0;1;1;0;0;lucinta luna is not bodoh si he is another level of bodoh mega stupid ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;Lucinta luna is not stupid, s/he is another level of stupid. Megastupid.;1;1;1;0;0;0;0;0;1;1;0;0;luna lucinta tidak si bodoh dia lagi tingkat bodoh mega bodoh;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
870;"This is so low, I didn't expect this cheap from #ISPR.
They portrayed it like politicans are illiterate and Munafik. Shame!
#EhdEWafa pic.twitter.com/nS4IClk5X2";1;0;0;1;0;0;0;0;1;0;1;0;this is so low i did not t expect this cheap from ispr they portrayed it like politicans are illiterate and munafik shame  ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;"This is so low, I didn't expect this cheap from #ISPR.
They portrayed it like politicans are illiterate and Munafik. Shame!
#EhdEWafa pic.twitter.com/nS4IClk5X2";1;0;0;1;0;0;0;0;1;0;1;0;ini sangat rendah saya tidak t harap murah ini dari ispr mereka gambar seperti politis buta huruf dan munafik malu ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
904;This is how  USER operate, he come face liar, not that support  USER but support truthful facts.;0;0;0;0;0;0;0;0;0;0;0;0;this is how user operate he come face liar not that support user but support truthful facts ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;This is how  USER operate, he come face liar, not that support  USER but support truthful facts.;0;0;0;0;0;0;0;0;0;0;0;0;ini adalah bagaimana guna operasi ia hadap bohong tidak bahwa dukung guna tetapi dukung fakta jujur;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
924;"Give him heart and love. But he chose to be 'bangsat' in his own way.
Its like, he want you stay for him in long term without any relationship. That was a good way for being fuck boi. Hahaha  https://twitter.com/kindaslxxpy/status/1091380071888125953ÃÂÃÂ ÃÂ¢Ã¢ÂÂ¬ÃÂ¦,,,,";0;1;0;0;0;0;0;0;0;0;0;0;give him heart and love but he choose to be bangsat in his own way it is like he want you stay for him in long term tanpa any relationship that was a good way for being fuck boi  ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Give him heart and love. But he chose to be 'bangsat' in his own way.
Its like, he want you stay for him in long term without any relationship. That was a good way for being fuck boi. Hahaha  https://twitter.com/kindaslxxpy/status/1091380071888125953ÃÂÃÂ ÃÂ¢Ã¢ÂÂ¬ÃÂ¦,,,,";0;1;0;0;0;0;0;0;0;0;0;0;beri hati dan cinta tapi ia pilih untuk jadi bangsat dengan cara sendiri itu seperti dia ingin kau tinggal untuk dia di tanpa jangka panjang hubung itu adalah cara  baik untuk jadi cinta boi ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
972;Well mr  USER this one below is for you sir..this boy if urs  USER just made it worse.. #shameonyousaddiq #shameonyoumalaysia  https://twitter.com/permadiaktivis/status/1198045430572994560ÃÂ Ã¢ÂÂ¦ pic.twitter.com/mNunKX5Xig;1;0;1;0;0;0;0;0;1;1;0;0;well mr user this one below is for you sir this boy if urs user just made it worse shame on you saddiq shame on you malaysia ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;Well mr  USER this one below is for you sir..this boy if urs  USER just made it worse.. #shameonyousaddiq #shameonyoumalaysia  https://twitter.com/permadiaktivis/status/1198045430572994560ÃÂ Ã¢ÂÂ¦ pic.twitter.com/mNunKX5Xig;1;0;1;0;0;0;0;0;1;1;0;0;baik mr guna satu di bawah ini adalah untuk anda sir anak ini jika ur guna hanya buat lebih buruk malu pada anda saddiq malu pada anda malaysia;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
1093;"Anjing yang kita ada hari ini adalah domesticated dogs. They are violent in nature, hunts in pack like wolf, coyote.

Dont fool yourself.";0;0;0;0;0;0;0;0;0;0;0;0;anjing  kita ada hari ini adalah domesticated dogs they are violent in nature hunts in pack like wolf coyote do not fool yourself ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Anjing yang kita ada hari ini adalah domesticated dogs. They are violent in nature, hunts in pack like wolf, coyote.

Dont fool yourself.";0;0;0;0;0;0;0;0;0;0;0;0;anjing  kitd ada hari nyanyi adalah jinak anjing mereka kera di buru alam di pack seperti serigala coyote jangan bodoh diri sendiri;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1177;"Sandi: i know this is a wrong, but i dont have a choice everybody plis hug me.. Ã°ÂÂ¤Â
#PrabowoGila  pic.twitter.com/KPsWnKlFrJ";1;1;1;0;0;0;0;0;1;1;0;0;sandi i know this is a salah but i do not have a choice everybody tolong hug me prabowo gila ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;"Sandi: i know this is a wrong, but i dont have a choice everybody plis hug me.. Ã°ÂÂ¤Â
#PrabowoGila  pic.twitter.com/KPsWnKlFrJ";1;1;1;0;0;0;0;0;1;1;0;0;sandi saya tahu ini adalah shalat tetapi saya tidak milik semua pilih tolong peluk aku prabowo gila;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1236;I could say lots of fucks but it aint as pleasing as saying bangsat once lmao.,,,,;0;1;0;0;0;0;0;0;0;0;0;0;i could say lots of fuck but it aint as pleasing as saying bangsat once laughing my ass off ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;I could say lots of fucks but it aint as pleasing as saying bangsat once lmao.,,,,;0;1;0;0;0;0;0;0;0;0;0;0;saya bisa kata banyak cinta tapi aint bagai senang kata bangsat sekali tertawa pantat off;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
1257;"If you can not be a good host, then do not ever be for the host, DISGRACE!!!  USER
#ShameOnYouMalaysia #SEAGamesKL2017";1;0;0;1;0;0;0;0;1;0;1;0;if you can not be a good host then do not ever be for the host disgrace user shame on you malaysia sea games kuala lumpur ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;"If you can not be a good host, then do not ever be for the host, DISGRACE!!!  USER
#ShameOnYouMalaysia #SEAGamesKL2017";1;0;0;1;0;0;0;0;1;0;1;0;jika anda tidak bisa jadi tuan rumah  baik maka jangan pernah jadi tuan rumah untuk aib guna malu pada anda malaysia sea game kuala lumpur ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1336;terus seolah gue yang paling bejat di sini. and of course, you wouldnt even realize that youre the one who made me like this.;1;1;1;0;0;0;0;0;1;1;0;0;terus seolah aku  paling bejat di sini and of course you would not even realize that you are the one who made me like this ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;terus seolah gue yang paling bejat di sini. and of course, you wouldnt even realize that youre the one who made me like this.;1;1;1;0;0;0;0;0;1;1;0;0;terus olah aku  pucat bejat here dan tentu saja anda bahkan tidak akan sadar bahwa anda adalah orang  buat saya seperti ini;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1354;"There will always be a bigot juara kampung.

Sultan Nazrin sums it up best in just one word #Munafik";0;0;0;0;0;0;0;0;0;0;0;0;there will always be a bigot juara kampung sultan nazrin sums it up best in just one word munafik;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"There will always be a bigot juara kampung.

Sultan Nazrin sums it up best in just one word #Munafik";0;0;0;0;0;0;0;0;0;0;0;0;akan selalu ada fanatik juara kampung sultan nazrin sum up baik hanya dalam satu kata munafik;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1377;I YouTube'd them lol it say most of their videos were 7,8,9 years ago... I was prolly getting turnt with y'all niggas somewhere https://twitter.com/iwrotemylife/status/1224170855934189568ÃÂ Ã¢ÂÂ¦;0;0;0;0;0;0;0;0;0;0;0;0;i youtube di them  it say paling of their videos were years ago i was prolly getting turnt dengan iya all niggas somewhere ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;I YouTube'd them lol it say most of their videos were 7,8,9 years ago... I was prolly getting turnt with y'all niggas somewhere https://twitter.com/iwrotemylife/status/1224170855934189568ÃÂ Ã¢ÂÂ¦;0;0;0;0;0;0;0;0;0;0;0;0;i youtube di mereka  itu kata pucat video mereka tahun  lalu saya prolly dapat turnt dengan iya semua nigga di suatu tempat;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1386; USER  USER  USER  USER I have a great life here in Israel, they take good care of us;0;0;0;0;0;0;0;0;0;0;0;0; user user user user i have a great life here in israel they take good care of us;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en; USER  USER  USER  USER I have a great life here in Israel, they take good care of us;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna i milik hidup  besar di sini di israel mereka ambil baik baik kita;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
1460;"Ini siapa he liv?"" USER: hai anon berengsek Ã¢ÂÂ Whut??? Go home dude you're drunk  http://ask.fm/a/b48am9mpÃÂ """;0;1;0;0;0;0;0;0;0;0;0;0;ini siapa he liv user  anon berengsek what go home dude you re drunk ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Ini siapa he liv?"" USER: hai anon berengsek Ã¢ÂÂ Whut??? Go home dude you're drunk  http://ask.fm/a/b48am9mpÃÂ """;0;1;0;0;0;0;0;0;0;0;0;0;nyanyi siapa dia liv guna  anon berengsek apa  pulang bung anda kembali mabuk;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
1466;Indonesian police chief Tito Karnavian confirms six deaths from riots in Jakarta overnight but questions whether they were killed by police or provocateurs paid to create mayhem #Indonesiaelection;0;0;0;0;0;0;0;0;0;0;0;0;indonesian police chief tito karnavian confirms six deaths from riots in jakarta overnight but questions whether they were killed by police orang provocateurs paid to create mayhem indonesia election;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Indonesian police chief Tito Karnavian confirms six deaths from riots in Jakarta overnight but questions whether they were killed by police or provocateurs paid to create mayhem #Indonesiaelection;0;0;0;0;0;0;0;0;0;0;0;0;kepala polisi indonesia tito tegas karnavian enam mati akibat rusuh di jakarta malam tetapi tanya apakah mereka bunuh oleh provokator polisi orangutan bayar untuk buat kacau milu indonesia;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
1534;Dont use this as politics bullshit my bro...dont go that low..just wish them all the best is the only thing u could do..not everything is about politics;0;1;0;0;0;0;0;0;0;0;0;0;do not use this as politics bullshit my bro do not go that low just wish them all the best is the only thing kamu could do not everything is about politics;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Dont use this as politics bullshit my bro...dont go that low..just wish them all the best is the only thing u could do..not everything is about politics;0;1;0;0;0;0;0;0;0;0;0;0;tidak guna ini bagai politik omong kosong bro saya tidak pergi rendah  hanya harap mereka semua  baik adalah satu satu hal  kamu bisa laku tidak semua tentang politik;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
1553;I won't accept any golden medals that Malaysia gets because we all know that it's a cheating. #SEAGames2017 #ShameOnYouMalaysia;1;0;0;1;0;0;0;0;1;0;1;0;i won t accept any golden medals that malaysia gets because we all know that it a cheating sea games shame on you malaysia;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;I won't accept any golden medals that Malaysia gets because we all know that it's a cheating. #SEAGames2017 #ShameOnYouMalaysia;1;0;0;1;0;0;0;0;1;0;1;0;saya menang t terima medali emas  malaysia dapat karena kita semua tahu bahwa itu buah main curang laut malu pada anda malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
